User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1004829,P00065342,M,26-35,0,B,2,0,2,15.0,,10548
1004830,P00156242,M,0-17,10,C,0,0,4,5.0,9.0,2236
1004831,P00339042,F,26-35,1,C,1,0,5,,,6411
1004834,P00309242,F,46-50,9,C,1,1,5,8.0,,6904
1004845,P00110842,F,26-35,1,B,3,0,1,2.0,5.0,13891
1004847,P00220442,M,26-35,12,B,3,0,5,14.0,,6158
1004852,P00177842,M,36-45,0,C,3,1,8,,,7794
1004852,P00252642,M,36-45,0,C,3,1,8,,,7794
1004854,P00109542,F,51-55,13,C,4+,1,8,14.0,17.0,8242
1004854,P00074642,F,51-55,13,C,4+,1,5,9.0,14.0,6175
1004855,P00145442,M,26-35,12,B,1,0,8,15.0,,7533
1004855,P00207942,M,26-35,12,B,1,0,6,8.0,,16025
1004858,P00113642,M,26-35,1,C,2,0,8,,,7788
1004861,P00005242,M,26-35,4,C,1,0,8,,,7785
1004861,P00157542,M,26-35,4,C,1,0,8,14.0,,7468
1004865,P00305142,F,36-45,14,C,1,1,1,,,13427
1004867,P00057542,M,26-35,16,A,3,0,3,4.0,5.0,10148
1004867,P00084242,M,26-35,16,A,3,0,8,14.0,,6987
1004867,P00121642,M,26-35,16,A,3,0,5,14.0,,6015
1004867,P00057442,M,26-35,16,A,3,0,5,14.0,16.0,6125
1004867,P00255942,M,26-35,16,A,3,0,1,16.0,,13554
1004867,P0096842,M,26-35,16,A,3,0,3,4.0,12.0,9741
1004869,P00223142,F,46-50,6,C,3,1,5,,,6502
1004870,P00021642,F,36-45,3,C,1,1,8,14.0,,7497
1004872,P00145842,M,46-50,1,C,2,0,4,5.0,,2548
1004884,P00270542,M,36-45,14,B,1,0,1,6.0,8.0,15749
1004884,P00171342,M,36-45,14,B,1,0,13,16.0,,711
1004884,P00128942,M,36-45,14,B,1,0,1,11.0,,13898
1004887,P00216342,M,18-25,2,B,1,1,3,4.0,5.0,10124
1004887,P00146442,M,18-25,2,B,1,1,8,,,7281
1004888,P00019442,F,55+,0,B,4+,0,8,12.0,,7204
1004888,P00117242,F,55+,0,B,4+,0,8,17.0,,8304
1004888,P00102642,F,55+,0,B,4+,0,4,8.0,9.0,2940
1004889,P00112542,M,18-25,4,C,3,0,1,11.0,15.0,13803
1004889,P00343042,M,18-25,4,C,3,0,5,18.0,,6329
1004889,P00073842,M,18-25,4,C,3,0,1,15.0,17.0,14091
1004890,P00104842,F,26-35,1,C,1,0,8,,,7810
1004892,P00243942,M,26-35,12,A,1,0,1,2.0,15.0,12850
1004894,P00311642,M,36-45,7,C,1,0,8,17.0,,8433
1004897,P00264042,M,36-45,16,B,3,0,4,,,2078
1004897,P00031042,M,36-45,16,B,3,0,8,,,7521
1004898,P00045842,M,26-35,1,B,1,1,5,14.0,,6055
1004899,P00297342,M,26-35,12,B,1,1,5,,,5966
1004904,P00113542,M,51-55,15,B,1,1,8,17.0,,8145
1004904,P00106942,M,51-55,15,B,1,1,8,,,7568
1004904,P00319042,M,51-55,15,B,1,1,5,,,6169
1004904,P00176742,M,51-55,15,B,1,1,8,14.0,,7251
1004904,P00173442,M,51-55,15,B,1,1,8,13.0,,7628
1004908,P00069042,M,36-45,15,C,2,0,3,,,12115
1004909,P00331942,F,36-45,12,B,2,0,5,,,6136
1004909,P00325742,F,36-45,12,B,2,0,2,9.0,,10096
1004911,P00109542,F,26-35,0,A,4+,0,8,14.0,17.0,7567
1004911,P00144242,F,26-35,0,A,4+,0,5,14.0,,6024
1004916,P00289342,M,18-25,20,C,4+,0,5,8.0,14.0,6745
1004916,P00158742,M,18-25,20,C,4+,0,5,8.0,,6787
1004917,P00139842,M,46-50,0,C,0,1,5,,,6436
1004918,P00117442,F,18-25,12,C,1,0,5,14.0,,6475
1004921,P00006742,F,26-35,15,B,3,1,5,14.0,,6128
1004927,P00034042,M,46-50,0,B,4+,0,1,2.0,16.0,13116
1004927,P00294842,M,46-50,0,B,4+,0,8,,,7565
1004928,P00040442,F,26-35,3,A,4+,0,5,14.0,,6029
1004928,P00035942,F,26-35,3,A,4+,0,1,5.0,18.0,14425
1004928,P00146142,F,26-35,3,A,4+,0,1,2.0,15.0,12888
1004931,P00254442,M,51-55,17,C,3,1,1,2.0,,14699
1004937,P00005042,M,36-45,0,C,1,1,6,16.0,,16266
1004937,P00118842,M,36-45,0,C,1,1,5,8.0,,6791
1004938,P00248142,F,18-25,4,A,3,1,5,,,5782
1004940,P00101342,F,51-55,11,B,1,0,6,8.0,,16251
1004946,P00115642,F,36-45,1,B,1,0,8,14.0,,7190
1004946,P00025442,F,36-45,1,B,1,0,1,2.0,9.0,14558
1004948,P00060142,M,46-50,2,A,1,1,8,,,7328
1004948,P00072342,M,46-50,2,A,1,1,17,,,9901
1004951,P00196742,F,36-45,17,B,3,1,8,,,7487
1004951,P00195042,F,36-45,17,B,3,1,6,8.0,14.0,15885
1004952,P00212942,F,26-35,14,A,1,1,5,,,5850
1004953,P00112442,M,36-45,12,B,4+,0,6,8.0,,16115
1004953,P00177142,M,36-45,12,B,4+,0,8,13.0,,7581
1004956,P00120242,M,36-45,15,B,1,1,8,,,7437
1004956,P00257542,M,36-45,15,B,1,1,5,,,6037
1004956,P00115342,M,36-45,15,B,1,1,5,8.0,14.0,6408
1004957,P00254242,M,26-35,2,A,1,1,5,11.0,12.0,5547
1004957,P00299442,M,26-35,2,A,1,1,3,4.0,,9178
1004957,P00029242,M,26-35,2,A,1,1,8,,,7196
1004957,P00008742,M,26-35,2,A,1,1,5,,,5797
1004957,P00196242,M,26-35,2,A,1,1,3,4.0,5.0,10040
1004958,P00210942,M,18-25,7,B,1,0,5,12.0,,6198
1004958,P00321742,M,18-25,7,B,1,0,5,8.0,17.0,6369
1004958,P0094542,M,18-25,7,B,1,0,2,4.0,9.0,10778
1004958,P00346342,M,18-25,7,B,1,0,1,15.0,,12431
1004961,P00044442,M,26-35,7,C,1,1,1,16.0,,13975
1004962,P00205142,M,26-35,6,B,1,0,8,,,7420
1004962,P00126142,M,26-35,6,B,1,0,8,16.0,,7382
1004963,P00043142,M,46-50,17,B,1,1,5,14.0,,6217
1004969,P00265242,M,18-25,19,A,2,0,5,8.0,,6249
1004972,P00245542,M,36-45,0,C,2,0,11,15.0,,4907
1004972,P00220342,M,36-45,0,C,2,0,5,,,6452
1004979,P00086042,M,36-45,2,B,1,1,8,14.0,17.0,7666
1004979,P00149642,M,36-45,2,B,1,1,5,14.0,,6123
1004980,P00014542,M,26-35,1,B,0,0,8,,,7402
1004992,P00319842,F,26-35,2,B,2,0,3,5.0,,10710
1004994,P00147342,M,46-50,17,B,4+,0,15,16.0,,13041
1004995,P00109542,M,51-55,20,B,0,1,8,14.0,17.0,7823
1004995,P00113542,M,51-55,20,B,0,1,8,17.0,,8146
1004995,P00025642,M,51-55,20,B,0,1,4,8.0,,2579
1004998,P00021742,F,18-25,4,C,1,1,5,,,6285
1005000,P00336942,M,26-35,4,B,4+,0,5,,,6041
1005000,P00352842,M,26-35,4,B,4+,0,2,6.0,15.0,11321
1005000,P00169742,M,26-35,4,B,4+,0,1,8.0,15.0,12188
1005001,P00144242,F,26-35,2,B,1,0,5,14.0,,6153
1005001,P00363242,F,26-35,2,B,1,0,1,2.0,9.0,14494
1005001,P00154442,F,26-35,2,B,1,0,8,14.0,,7126
1005002,P00194342,M,26-35,17,B,1,1,3,4.0,,9357
1005005,P00338442,M,46-50,16,B,2,0,1,16.0,,13828
1005005,P00327242,M,46-50,16,B,2,0,5,8.0,,6591
1005009,P00063342,F,46-50,16,C,1,1,1,2.0,9.0,14955
1005011,P00035542,M,18-25,4,B,1,0,3,4.0,12.0,9786
1005011,P00191742,M,18-25,4,B,1,0,4,11.0,,2380
1005014,P00174842,M,46-50,0,C,0,1,17,,,10409
1005014,P00101342,M,46-50,0,C,0,1,6,8.0,,16429
1005015,P00227742,M,36-45,6,B,2,1,5,14.0,,6139
1005015,P00265242,M,36-45,6,B,2,1,5,8.0,,6441
1005018,P00329642,F,55+,12,C,1,1,8,14.0,,7711
1005021,P00303442,M,51-55,6,B,2,1,1,8.0,14.0,12251
1005026,P00223942,M,26-35,17,B,1,1,5,8.0,,6388
1005026,P00295442,M,26-35,17,B,1,1,8,,,7374
1005026,P00074342,M,26-35,17,B,1,1,5,,,5975
1005026,P00226642,M,26-35,17,B,1,1,5,6.0,,6196
1005030,P00255542,M,18-25,1,C,1,0,5,,,6314
1005032,P00150342,M,18-25,17,A,3,0,8,14.0,,6923
1005035,P00112142,F,26-35,17,B,1,1,1,2.0,14.0,14250
1005035,P00209842,F,26-35,17,B,1,1,5,8.0,,6418
1005037,P00192542,M,36-45,12,C,0,1,1,2.0,9.0,14843
1005038,P00330342,M,26-35,20,B,0,0,5,11.0,16.0,5720
1005039,P00235642,F,36-45,4,B,2,1,8,16.0,,7417
1005039,P00146742,F,36-45,4,B,2,1,1,13.0,14.0,13070
1005042,P00190042,F,18-25,2,A,4+,1,3,4.0,5.0,10029
1005043,P00034842,F,18-25,6,C,2,0,5,14.0,,6472
1005046,P00280742,M,26-35,16,A,0,0,6,8.0,,15874
1005046,P00277642,M,26-35,16,A,0,0,2,3.0,10.0,11796
1005046,P00286742,M,26-35,16,A,0,0,1,16.0,,13530
1005046,P00034442,M,26-35,16,A,0,0,1,14.0,16.0,12782
1005046,P00084842,M,26-35,16,A,0,0,8,16.0,,7242
1005047,P00022942,M,46-50,6,C,1,0,5,8.0,,6934
1005047,P00127242,M,46-50,6,C,1,0,1,16.0,,14171
1005048,P00178342,F,36-45,7,C,1,1,8,,,7821
1005048,P00313342,F,36-45,7,C,1,1,5,,,6422
1005049,P00184142,M,26-35,12,B,0,0,8,14.0,,7105
1005053,P00186642,M,26-35,4,C,3,0,2,4.0,15.0,10111
1005054,P00285842,M,36-45,2,B,0,0,5,,,6071
1005054,P00085942,M,36-45,2,B,0,0,2,4.0,8.0,12045
1005056,P00112142,M,46-50,1,C,1,1,1,2.0,14.0,14691
1005061,P00242142,F,18-25,19,C,2,1,5,9.0,,6446
1005063,P00101442,F,0-17,10,B,3,0,2,8.0,,11004
1005063,P00192042,F,0-17,10,B,3,0,5,9.0,14.0,5529
1005074,P00025442,M,0-17,0,B,2,0,1,2.0,9.0,14336
1005074,P00236342,M,0-17,0,B,2,0,5,14.0,,5996
1005074,P00171642,M,0-17,0,B,2,0,5,8.0,14.0,6257
1005081,P00066442,F,18-25,4,B,3,0,5,14.0,,6108
1005082,P00058942,M,36-45,1,C,4+,0,7,,,16929
1005087,P00270842,F,26-35,6,B,1,1,5,,,5985
1005088,P00085242,M,26-35,17,C,1,0,8,14.0,17.0,8063
1005088,P00021742,M,26-35,17,C,1,0,5,,,6410
1005091,P00327342,M,26-35,17,B,1,1,16,,,14651
1005091,P00127442,M,26-35,17,B,1,1,1,2.0,15.0,12944
1005091,P00259242,M,26-35,17,B,1,1,5,,,5975
1005096,P00271242,M,26-35,11,B,2,0,8,14.0,,7120
1005096,P00218042,M,26-35,11,B,2,0,5,,,6038
1005097,P00233142,M,55+,16,C,3,0,1,11.0,15.0,14155
1005098,P00183642,M,51-55,7,C,4+,1,4,5.0,9.0,2527
1005098,P00114442,M,51-55,7,C,4+,1,5,6.0,,6769
1005100,P00100742,M,51-55,6,B,1,1,5,17.0,,6637
1005100,P00331242,M,51-55,6,B,1,1,12,17.0,,1369
1005100,P00304042,M,51-55,6,B,1,1,5,,,6152
1005100,P00362542,M,51-55,6,B,1,1,8,,,7552
1005105,P00278442,M,51-55,7,C,1,1,11,,,5096
1005106,P00046742,F,36-45,1,C,3,1,1,2.0,15.0,13396
1005107,P00073842,F,46-50,0,B,0,0,1,15.0,17.0,13918
1005107,P00139942,F,46-50,0,B,0,0,5,,,6163
1005108,P00073642,F,26-35,9,B,3,1,8,,,7407
1005112,P00170342,M,36-45,13,B,1,0,1,15.0,,12574
1005113,P00287442,M,26-35,0,A,3,1,8,,,7209
1005113,P00271042,M,26-35,0,A,3,1,6,16.0,,15697
1005114,P00102642,F,0-17,10,C,2,0,4,8.0,9.0,2916
1005115,P00005042,M,55+,12,A,4+,0,6,16.0,,16057
1005116,P00213242,M,36-45,6,C,0,1,5,8.0,,6794
1005117,P00260142,F,26-35,0,B,0,0,5,14.0,,6142
1005120,P00173042,M,51-55,7,A,2,0,13,15.0,16.0,633
1005124,P00157542,M,36-45,2,B,1,0,8,14.0,,7161
1005128,P00035942,M,51-55,7,C,1,1,1,5.0,18.0,15028
1005142,P00005142,M,26-35,1,B,1,1,5,,,5945
1005148,P00230942,M,26-35,20,B,2,1,5,14.0,,6099
1005149,P00344242,M,36-45,1,B,3,0,8,10.0,,8375
1005151,P00150842,M,18-25,19,C,1,0,11,13.0,16.0,4604
1005153,P00282642,M,26-35,7,B,3,0,5,,,6039
1005156,P00174442,M,18-25,14,A,1,1,5,,,5753
1005156,P00295442,M,18-25,14,A,1,1,8,,,7153
1005157,P00117942,M,36-45,1,C,2,1,5,15.0,,6528
1005158,P00179542,F,18-25,4,C,4+,0,11,,,4948
1005160,P00025442,F,18-25,4,C,2,0,1,2.0,9.0,14809
1005163,P00035242,M,46-50,6,B,1,1,8,14.0,,7168
1005163,P00102242,M,46-50,6,B,1,1,8,12.0,,6962
1005163,P00184542,M,46-50,6,B,1,1,8,13.0,,7545
1005172,P00033642,F,36-45,11,B,1,0,5,8.0,,6539
1005172,P00313342,F,36-45,11,B,1,0,5,,,6126
1005176,P00057542,M,0-17,10,C,3,0,3,4.0,5.0,10525
1005177,P00142142,M,46-50,14,C,0,1,1,2.0,15.0,13431
1005178,P00161442,M,51-55,0,C,1,1,5,14.0,,6620
1005180,P00116342,M,36-45,11,C,1,1,2,,,12208
1005180,P00352142,M,36-45,11,C,1,1,1,6.0,16.0,13888
1005181,P00250342,M,26-35,7,C,1,1,16,,,15001
1005181,P00251942,M,26-35,7,C,1,1,1,2.0,5.0,14158
1005183,P00069242,F,18-25,20,C,1,0,8,11.0,,6578
1005184,P00014042,M,18-25,20,B,4+,1,1,,,12931
1005184,P00139142,M,18-25,20,B,4+,1,8,,,7339
1005193,P00121642,M,36-45,12,B,2,1,5,14.0,,6150
1005197,P00341642,F,55+,3,C,3,1,8,,,8028
1005199,P00045642,F,26-35,1,C,0,0,8,14.0,,7485
1005200,P00000242,F,36-45,15,C,2,0,2,4.0,9.0,11333
1005201,P00110742,M,51-55,7,C,1,1,1,2.0,8.0,15314
1005201,P00297942,M,51-55,7,C,1,1,8,,,7922
1005201,P00212242,M,51-55,7,C,1,1,8,,,7922
1005204,P00110942,M,51-55,13,C,4+,1,1,2.0,,14699
1005205,P00263442,M,26-35,1,B,0,1,16,,,14613
1005208,P00108842,M,26-35,4,A,1,1,5,15.0,,5940
1005213,P00347642,M,18-25,0,C,2,0,1,6.0,,12181
1005218,P00201342,M,18-25,0,C,1,0,1,2.0,9.0,14763
1005220,P00184942,M,26-35,7,B,4+,0,1,8.0,17.0,15577
1005220,P00149342,M,26-35,7,B,4+,0,13,16.0,,656
1005220,P00331242,M,26-35,7,B,4+,0,12,17.0,,1263
1005229,P00196742,M,26-35,0,C,0,0,8,,,7769
1005230,P00128242,M,26-35,12,B,4+,0,5,12.0,14.0,6033
1005230,P00270942,M,26-35,12,B,4+,0,1,2.0,15.0,13024
1005233,P00058042,M,26-35,5,B,0,1,8,16.0,,7306
1005236,P00117542,M,26-35,14,C,1,1,18,,,3152
1005236,P00322942,M,26-35,14,C,1,1,2,8.0,16.0,12029
1005239,P00010742,M,36-45,7,B,2,1,1,8.0,17.0,15561
1005239,P00117442,M,36-45,7,B,2,1,5,14.0,,6140
1005246,P00250342,F,18-25,0,C,1,1,16,,,14953
1005246,P00256842,F,18-25,0,C,1,1,5,,,6277
1005249,P00113842,F,46-50,14,B,1,1,6,8.0,16.0,15964
1005250,P00194542,M,51-55,6,B,4+,1,8,14.0,,7259
1005251,P00139942,F,26-35,17,A,1,1,5,,,5855
1005252,P00184042,M,26-35,20,B,0,0,1,8.0,,13869
1005256,P00080042,M,26-35,16,B,4+,1,5,14.0,,6108
1005256,P00119642,M,26-35,16,B,4+,1,1,2.0,8.0,14789
1005256,P00297942,M,26-35,16,B,4+,1,8,,,7397
1005256,P00129342,M,26-35,16,B,4+,1,1,5.0,15.0,11463
1005263,P00215242,M,36-45,7,B,1,0,1,2.0,8.0,14879
1005264,P00313342,M,18-25,4,B,4+,0,5,,,5975
1005265,P00315642,M,46-50,1,B,2,1,8,13.0,,7544
1005267,P00209942,M,36-45,7,C,2,0,5,8.0,,6878
1005267,P00119342,M,36-45,7,C,2,0,10,13.0,,21127
1005269,P00208342,M,18-25,0,B,4+,0,1,16.0,,13617
1005271,P00176742,F,26-35,0,A,1,0,8,14.0,,6971
1005271,P00101942,F,26-35,0,A,1,0,8,17.0,,7866
1005273,P00100142,M,55+,20,B,3,1,10,16.0,,19898
1005273,P00113942,M,55+,20,B,3,1,8,,,7660
1005277,P00176042,M,26-35,20,B,2,0,8,17.0,,8031
1005282,P00325742,F,18-25,4,B,1,1,2,9.0,,9875
1005282,P00156742,F,18-25,4,B,1,1,5,6.0,8.0,6153
1005283,P0096542,M,18-25,2,C,1,1,3,4.0,12.0,10086
1005284,P00000642,M,26-35,16,C,1,0,1,6.0,16.0,13897
1005287,P00115542,M,26-35,8,C,0,0,8,,,7784
1005287,P00192042,M,26-35,8,C,0,0,5,9.0,14.0,5971
1005292,P00251242,M,26-35,0,A,1,0,5,11.0,,5677
1005296,P00188742,F,0-17,0,C,2,0,8,14.0,17.0,7938
1005299,P00085442,M,26-35,2,B,3,1,12,14.0,,1206
1005300,P00110642,M,26-35,20,A,0,0,5,,,5888
1005305,P00025542,F,18-25,4,C,3,1,8,,,7700
1005306,P00036742,F,26-35,17,B,4+,0,1,16.0,,13746
1005310,P00119342,F,55+,1,C,3,0,10,13.0,,21352
1005313,P00344442,M,55+,0,A,3,0,5,8.0,14.0,6510
1005317,P00253542,F,26-35,0,A,1,0,8,,,7289
1005317,P00270942,F,26-35,0,A,1,0,1,2.0,15.0,12858
1005318,P00044442,M,18-25,17,B,4+,1,1,16.0,,13583
1005319,P00195942,M,18-25,17,B,1,0,3,4.0,,9357
1005321,P00209842,M,26-35,4,C,0,0,5,8.0,,6790
1005323,P00279742,M,26-35,20,B,1,1,16,,,14657
1005323,P00022942,M,26-35,20,B,1,1,5,8.0,,6393
1005323,P00327142,M,26-35,20,B,1,1,8,15.0,,7482
1005323,P00015742,M,26-35,20,B,1,1,7,,,16439
1005324,P00220442,M,26-35,7,C,0,1,5,14.0,,6427
1005326,P00166742,M,26-35,2,A,1,1,5,16.0,,5640
1005329,P00289342,F,26-35,5,B,1,0,5,8.0,14.0,6420
1005329,P00253542,F,26-35,5,B,1,0,8,,,7449
1005329,P00219842,F,26-35,5,B,1,0,5,,,6049
1005329,P00276142,F,26-35,5,B,1,0,12,,,1220
1005329,P00222542,F,26-35,5,B,1,0,5,8.0,,6462
1005333,P00121642,F,26-35,7,A,4+,0,5,14.0,,6037
1005333,P00143642,F,26-35,7,A,4+,0,1,2.0,6.0,12368
1005337,P00174442,F,36-45,3,C,3,1,5,,,6431
1005338,P00111042,M,26-35,17,C,4+,0,15,,,15669
1005339,P00070542,M,18-25,17,C,1,0,3,15.0,,10860
1005340,P00106642,F,51-55,3,C,1,1,7,,,17005
1005340,P00225042,F,51-55,3,C,1,1,8,,,7946
1005340,P00130742,F,51-55,3,C,1,1,1,14.0,17.0,15204
1005341,P00207442,F,26-35,3,C,1,1,16,,,15025
1005344,P00213842,F,51-55,1,C,3,0,7,,,17083
1005346,P00030142,F,26-35,3,A,2,0,8,,,7303
1005348,P00150942,M,18-25,5,B,1,0,6,11.0,13.0,14226
1005349,P00213242,F,51-55,2,C,1,1,5,8.0,,6957
1005350,P00035542,M,18-25,5,A,1,0,3,4.0,12.0,9638
1005352,P00219842,F,36-45,5,C,1,1,5,,,6418
1005357,P00240042,F,18-25,20,B,2,1,5,,,5954
1005359,P00337942,M,18-25,16,B,3,0,5,,,5989
1005361,P00155242,F,51-55,16,A,3,0,3,4.0,12.0,9969
1005364,P00052442,F,26-35,3,A,3,0,5,8.0,,6324
1005364,P00153842,F,26-35,3,A,3,0,8,14.0,16.0,7576
1005365,P00112442,M,18-25,12,C,0,0,6,8.0,,16320
1005365,P00145642,M,18-25,12,C,0,0,1,8.0,17.0,15857
1005367,P00072442,M,18-25,4,A,1,0,2,,,11609
1005367,P00079742,M,18-25,4,A,1,0,1,2.0,15.0,12769
1005367,P00066542,M,18-25,4,A,1,0,1,15.0,16.0,14151
1005367,P00032942,M,18-25,4,A,1,0,15,16.0,,12645
1005367,P00161942,M,18-25,4,A,1,0,5,8.0,,6213
1005367,P00348942,M,18-25,4,A,1,0,8,13.0,,7259
1005368,P00187342,F,26-35,17,C,1,0,4,5.0,15.0,2049
1005369,P00002542,M,26-35,15,A,1,0,8,14.0,,6969
1005371,P00199442,M,26-35,11,A,0,0,5,9.0,,5997
1005371,P00135742,M,26-35,11,A,0,0,6,8.0,,15864
1005387,P00090942,F,26-35,1,B,4+,1,1,2.0,14.0,14245
1005390,P00128742,M,0-17,0,C,1,0,1,,,13239
1005394,P00139542,M,18-25,0,A,2,0,5,,,5801
1005394,P00130442,M,18-25,0,A,2,0,3,5.0,,10460
1005394,P00176642,M,18-25,0,A,2,0,6,8.0,,15794
1005397,P00111742,M,18-25,0,B,2,1,15,,,15120
1005397,P00112342,M,18-25,0,B,2,1,13,16.0,,495
1005399,P00303442,M,26-35,1,C,1,1,1,8.0,14.0,12405
1005402,P00057742,F,26-35,0,C,4+,1,2,8.0,18.0,12913
1005404,P00214842,M,26-35,0,C,4+,1,14,,,12991
1005404,P00329442,M,26-35,0,C,4+,1,5,8.0,,6749
1005412,P00178842,M,26-35,12,A,3,0,2,4.0,9.0,10719
1005413,P00087042,M,36-45,1,B,1,0,10,14.0,16.0,19860
1005414,P00117042,M,0-17,10,C,2,0,1,2.0,5.0,14106
1005418,P00117942,F,26-35,0,C,1,1,5,15.0,,6483
1005418,P00254642,F,26-35,0,C,1,1,5,8.0,,6756
1005419,P00344242,F,18-25,12,C,3,1,8,10.0,,8598
1005420,P00274942,F,0-17,19,B,4+,0,8,,,7367
1005426,P00287242,M,26-35,14,C,1,0,5,,,6404
1005426,P00336942,M,26-35,14,C,1,0,5,,,6404
1005428,P00043542,F,26-35,6,B,4+,0,8,,,7475
1005428,P00240042,F,26-35,6,B,4+,0,5,,,6075
1005428,P00073842,F,26-35,6,B,4+,0,1,15.0,17.0,13830
1005431,P00054342,M,55+,1,C,3,1,7,,,17053
1005432,P00003642,M,55+,13,C,3,1,8,,,8016
1005433,P00125042,F,36-45,17,B,3,1,11,,,4661
1005441,P00233542,M,51-55,7,C,0,1,1,15.0,,12989
1005441,P00120742,M,51-55,7,C,0,1,8,12.0,17.0,7633
1005441,P00192542,M,51-55,7,C,0,1,1,2.0,9.0,14966
1005443,P00150342,M,26-35,12,B,2,0,8,14.0,,7122
1005446,P00298242,F,51-55,1,C,1,1,8,,,7942
1005447,P00084942,M,46-50,2,A,3,0,5,8.0,,6423
1005448,P00215442,M,46-50,19,A,4+,0,15,16.0,,12895
1005450,P00001042,M,18-25,12,A,1,0,1,2.0,16.0,12766
1005451,P00115742,F,26-35,1,A,3,1,6,10.0,16.0,16030
1005451,P00177542,F,26-35,1,A,3,1,1,8.0,,13672
1005454,P00090542,M,36-45,7,C,0,0,16,,,15125
1005457,P00255742,M,18-25,12,A,1,1,3,4.0,,9131
1005458,P00288442,F,18-25,2,A,1,0,5,14.0,,5937
1005458,P00290242,F,18-25,2,A,1,0,8,14.0,17.0,7480
1005459,P00173242,F,0-17,10,C,0,0,5,,,6288
1005462,P00256842,M,26-35,17,C,3,0,5,,,6426
1005463,P00333542,M,36-45,0,B,3,1,8,,,7425
1005464,P00209442,M,36-45,7,C,2,0,8,,,7865
1005466,P00346542,M,26-35,12,B,1,0,10,13.0,16.0,18710
1005468,P00120542,M,26-35,12,A,1,0,8,14.0,,6963
1005468,P00030642,M,26-35,12,A,1,0,8,,,7280
1005472,P00085542,M,36-45,1,C,0,1,5,14.0,,6482
1005475,P00112242,M,26-35,4,A,2,0,5,8.0,14.0,6246
1005475,P00051442,M,26-35,4,A,2,0,8,17.0,,7851
1005481,P00307542,M,46-50,12,C,0,0,1,15.0,,12999
1005482,P00182242,M,18-25,7,A,1,0,1,5.0,6.0,13378
1005485,P00345742,M,26-35,4,C,0,1,1,2.0,15.0,13280
1005485,P00115642,M,26-35,4,C,0,1,8,14.0,,7394
1005488,P00220142,M,26-35,15,C,1,0,1,15.0,,12881
1005488,P00003942,M,26-35,15,C,1,0,5,14.0,,6516
1005488,P00033542,M,26-35,15,C,1,0,5,,,6406
1005489,P00184942,M,18-25,7,C,0,0,1,8.0,17.0,15848
1005490,P00034442,M,46-50,17,C,3,0,1,14.0,16.0,13459
1005492,P00015342,M,18-25,4,A,4+,1,2,4.0,,10020
1005493,P00212742,M,36-45,12,B,3,0,5,,,6114
1005493,P00121342,M,36-45,12,B,3,0,1,5.0,18.0,14619
1005493,P00162442,M,36-45,12,B,3,0,1,16.0,,13763
1005497,P00184042,M,26-35,4,A,1,1,1,8.0,,13631
1005497,P00140742,M,26-35,4,A,1,1,1,15.0,,12275
1005501,P00277642,M,26-35,2,A,3,0,2,3.0,10.0,11794
1005501,P00003442,M,26-35,2,A,3,0,4,5.0,8.0,2402
1005501,P00192842,M,26-35,2,A,3,0,5,14.0,,5989
1005505,P00182142,F,26-35,4,B,3,1,1,5.0,6.0,13570
1005511,P00113142,M,46-50,1,B,1,1,1,5.0,12.0,13576
1005511,P00144642,M,46-50,1,B,1,1,1,15.0,16.0,14428
1005511,P00020242,M,46-50,1,B,1,1,8,14.0,,7159
1005517,P00273342,M,55+,0,C,2,1,10,,,20692
1005519,P00116242,M,36-45,15,C,3,0,8,15.0,,7990
1005520,P00086442,M,46-50,1,C,0,1,8,13.0,15.0,8315
1005522,P00152742,M,26-35,14,B,0,0,5,,,6027
1005522,P00196642,M,26-35,14,B,0,0,8,14.0,,7109
1005523,P00233642,M,36-45,0,B,2,1,1,15.0,,12492
1005524,P00190742,F,0-17,10,B,1,0,3,4.0,9.0,8836
1005526,P00256042,F,36-45,2,A,0,0,6,8.0,16.0,15783
1005528,P00188942,M,51-55,1,C,3,1,8,,,7928
1005530,P00241642,F,18-25,4,B,0,0,1,2.0,11.0,12905
1005530,P00083842,F,18-25,4,B,0,0,5,14.0,,6083
1005534,P00034042,M,46-50,16,C,3,1,1,2.0,16.0,13441
1005536,P00259042,M,26-35,16,B,2,1,5,,,5981
1005536,P00076042,M,26-35,16,B,2,1,8,,,7381
1005536,P00178542,M,26-35,16,B,2,1,8,13.0,,7441
1005537,P00113042,F,55+,1,C,2,0,11,16.0,,5442
1005539,P00088542,F,26-35,20,B,1,1,5,12.0,14.0,5988
1005539,P00116142,F,26-35,20,B,1,1,10,13.0,16.0,18690
1005539,P00315642,F,26-35,20,B,1,1,8,13.0,,7470
1005545,P00070942,F,36-45,16,C,3,1,3,5.0,16.0,12588
1005546,P00125342,M,18-25,14,C,1,0,11,,,4912
1005550,P00222242,M,36-45,15,B,2,0,1,2.0,13.0,12438
1005550,P00148842,M,36-45,15,B,2,0,6,8.0,16.0,15943
1005550,P00146842,M,36-45,15,B,2,0,6,8.0,16.0,15943
1005550,P00065342,M,36-45,15,B,2,0,2,15.0,,10642
1005550,P00289342,M,36-45,15,B,2,0,5,8.0,14.0,6482
1005550,P00003642,M,36-45,15,B,2,0,8,,,7511
1005550,P00228442,M,36-45,15,B,2,0,1,17.0,,11721
